#HQF Attribute Mapping Table,,,,,,,,,,
#Affecting Attribute,Affecting Type,Affecting ID,Affected Attribute,Affected Type,Affected ID,Stack Nerf,Per Level,Calc Type,State,Description
# SKILL ATTRIBUTE MAPPING,,,,,,,,,,
# DRONES,,,,,,,,,,
1027,1,4292;20280,211,3,6,0,0,0,4,Gravimetric Sensor Strength
1028,1,4292;20280,209,3,6,0,0,0,4,Ladar Sensor Strength
1029,1,4292;20280,210,3,6,0,0,0,4,Magnetrometric Sensor Strength
1030,1,4292;20280,208,3,6,0,0,0,4,Radar Sensor Strength
1471,1,4292;20280,10002,3,6,0,0,0,4,Mass Multiplier
2304,1,4292;20280,37,2,89;657,0,0,0,4,Torpedo Velocity
2305,1,4292;20280,51,2,524;1673;1674,1,0,0,4,Citadel launcher and Rapid Torpedo ROF
2306,1,4292;20280,114,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,0,0,4,Damage Bonus - EM
2306,1,4292;20280,116,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,0,0,4,Damage Bonus - Explosive
2306,1,4292;20280,117,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,0,0,4,Damage Bonus - Kinetic
2306,1,4292;20280,118,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,0,0,0,4,Damage Bonus - Thermal
2307,1,4292;20280,10016,4,775;776,0,0,0,4,Capital Projectile Turret Damage
2307,1,4292;20280,10014,4,773;774,0,0,0,4,Capital Energy Turret Damage
2307,1,4292;20280,10015,4,771;772,0,0,0,4,Capital Hybrid Turret Damage
2346,1,4292;20280,73,2,62;1199,0,0,0,4,Armor Repair Duration
2346,1,4292;20280,73,2,40;1156,0,0,0,4,Shield Booster Duration
2347,1,4292;20280,68,2,40;1156,0,0,0,4,Shield Boost Bonus
2347,1,4292;20280,84,2,62;1199,0,0,0,4,Armor Repair Amount
2351,1,4292;20280,2112,3,6,0,0,0,4,Sensor Dampener resistance
2352,1,4292;20280,2135,3,6,0,0,0,4,Remote Electronic Assistance impedance
2353,1,4292;20280,2113,3,6,0,0,0,4,Weapon Disruption resistance
# Triage Modules,,,,,,,,,,
20,1,27951;4294,37,3,6,0,0,0,4,Max Velocity Bonus
235,1,27951;4294,192,3,6,0,0,1,4,Max Locked Targets Bonus
565,1,27951;4294,564,3,6,0,0,0,4,Scan Resolution Bonus
1027,1,27951;4294,211,3,6,0,0,0,4,Gravimetric Sensor Strength
1028,1,27951;4294,209,3,6,0,0,0,4,Ladar Sensor Strength
1029,1,27951;4294,210,3,6,0,0,0,4,Magnetrometric Sensor Strength
1030,1,27951;4294,208,3,6,0,0,0,4,Radar Sensor Strength
1190,1,27951;4294,6,2,52;65;80;201;291;379;1672,1,0,0,4,Ewar Cap Malus
1255,1,27951;4294,64,3,18,0,0,0,4,Drone Damage
1471,1,27951;4294,10002,3,6,0,0,5,4,Mass
2342,1,27951;4294;20280,2116,3,6,0,0,0,4,Remote Repair impedance
2344,1,27951;4294,73,4,600;910;1056;1063,0,0,0,4,Capital Remote Logistic Duration
2345,1,27951;4294,84,4,600;910;1056;1063,0,0,0,4,Capital Remote Armor Amount
2345,1,27951;4294,68,4,600;910;1056;1063,0,0,0,4,Capital Remote Shield Amount
2345,1,27951;4294,83,4,600;910;1056;1063,0,0,0,4,Capital Remote Hull Amount
2345,1,27951;4294,90,4,600;910;1056;1063,0,0,0,4,Capital Remote Capacitor Amount
2347,1,27951;4294,84,4,1052,1,0,0,4,Armor Repair Amount
2346,1,27951;4294,73,4,1052,0,0,0,4,Armor Repair Duration
2347,1,27951;4294,68,4,778,1,0,0,4,Shield Boost Bonus
2346,1,27951;4294,73,4,778,0,0,0,4,Shield Booster Duration
2348,1,27951;4294,54,4,600;910;1056;1063,0,0,0,4,Capital Remote Logistic Optimal
2348,1,27951;4294,2044,4,600;910;1056;1063,0,0,0,4,Capital Remote Logistic Falloff
2351,1,27951;4294,2112,3,6,0,0,0,4,Sensor Dampener resistance
2352,1,27951;4294,2135,3,6,0,0,0,4,Remote Electronic Assistance impedance
# Tracking Computers,,,,,,,,,,
349,2,213,158,2,55;53;74,1,0,0,12,Falloff
351,2,213,54,2,55;53;74,1,0,0,12,Optimal Range
767,2,213,160,2,55;53;74,1,0,0,12,Tracking Speed
# Tracking Enhancers,,,,,,,,,,
349,2,211,158,2,55;53;74,1,0,0,14,Falloff
351,2,211,54,2,55;53;74,1,0,0,14,Optimal Range
767,2,211,160,2,55;53;74,1,0,0,14,Tracking Speed
# Remote Tracking Computers,,,,,,,,,,
349,2,209,158,2,55;53;74,1,0,0,16,Falloff
351,2,209,54,2,55;53;74,1,0,0,16,Optimal Range
767,2,209,160,2,55;53;74,1,0,0,16,Tracking Speed
# Mining Upgrade,,,,,,,,,,
434,2,546,77,4,1039;1040,0,0,0,14,Mining Amount
1082,2,546,50,4,1039;1040,0,0,0,14,CPU Penalty
# Ice Harvester Upgrade,,,,,,,,,,
780,2,546,73,4,1038;2151,0,0,0,14,Cycle Time
1082,2,546,50,4,1038;2151,0,0,0,14,CPU Penalty
# GANG MODULES,,,,,,,,,,
# Armored Warfare Links,,,,,,,,,,
833,1,20069,6,4,1049;1050;1051,0,0,0,16,Armored Warfare Link - Damage Control - Armor Repairers
833,1,20069,6,2,325,0,0,0,16,Armored Warfare Link - Damage Control - Armor Transporters
833,1,4262,6,4,1049;1050;1051,0,0,0,16,Armored Warfare Link - Damage Control II - Armor Repairers
833,1,4262,6,2,325,0,0,0,16,Armored Warfare Link - Damage Control II - Armor Transporters
833,1,20409,267,3,6,1,0,2,16,Armored Warfare Link - Passive Defense
833,1,20409,268,3,6,1,0,2,16,Armored Warfare Link - Passive Defense
833,1,20409,269,3,6,1,0,2,16,Armored Warfare Link - Passive Defense
833,1,20409,270,3,6,1,0,2,16,Armored Warfare Link - Passive Defense
833,1,4264,267,3,6,1,0,2,16,Armored Warfare Link - Passive Defense II
833,1,4264,268,3,6,1,0,2,16,Armored Warfare Link - Passive Defense II
833,1,4264,269,3,6,1,0,2,16,Armored Warfare Link - Passive Defense II
833,1,4264,270,3,6,1,0,2,16,Armored Warfare Link - Passive Defense II
833,1,22227,73,4,1049;1050;1051,0,0,0,16,Armored Warfare Link - Rapid Repair - Armor Repairers
833,1,22227,73,2,325,0,0,0,16,Armored Warfare Link - Rapid Repair - Armor Transporters
833,1,4266,73,4,1049;1050;1051,0,0,0,16,Armored Warfare Link - Rapid Repair II - Armor Repairers
833,1,4266,73,2,325,0,0,0,16,Armored Warfare Link - Rapid Repair II - Armor Transporters
# Information Warfare Links,,,,,,,,,,
1320,1,20406,238,2,201,1,0,0,16,IWL - Electronic Superiority (ECM Strength)
1320,1,20406,239,2,201,1,0,0,16,IWL - Electronic Superiority (ECM Strength)
1320,1,20406,240,2,201,1,0,0,16,IWL - Electronic Superiority (ECM Strength)
1320,1,20406,241,2,201,1,0,0,16,IWL - Electronic Superiority (ECM Strength)
1320,1,20406,238,2,80,1,0,0,16,IWL - Electronic Superiority (ECM Burst Strength)
1320,1,20406,239,2,80,1,0,0,16,IWL - Electronic Superiority (ECM Burst Strength)
1320,1,20406,240,2,80,1,0,0,16,IWL - Electronic Superiority (ECM Burst Strength)
1320,1,20406,241,2,80,1,0,0,16,IWL - Electronic Superiority (ECM Burst Strength)
1321,1,20406,309,2,208,1,0,0,16,IWL - Electronic Superiority (Sensor Dampening)
1321,1,20406,566,2,208,1,0,0,16,IWL - Electronic Superiority (Sensor Dampening)
1322,1,20406,351,2,291,1,0,0,16,IWL - Electronic Superiority (Tracking Disruption)
1322,1,20406,767,2,291,1,0,0,16,IWL - Electronic Superiority (Tracking Disruption)
1323,1,20406,554,2,379,1,0,0,16,IWL - Electronic Superiority (Target Painters)
1320,1,4268,238,2,201,1,0,0,16,IWL - Electronic Superiority II (ECM Strength)
1320,1,4268,239,2,201,1,0,0,16,IWL - Electronic Superiority II (ECM Strength)
1320,1,4268,240,2,201,1,0,0,16,IWL - Electronic Superiority II (ECM Strength)
1320,1,4268,241,2,201,1,0,0,16,IWL - Electronic Superiority II (ECM Strength)
1320,1,4268,238,2,80,1,0,0,16,IWL - Electronic Superiority II (ECM Burst Strength)
1320,1,4268,239,2,80,1,0,0,16,IWL - Electronic Superiority II (ECM Burst Strength)
1320,1,4268,240,2,80,1,0,0,16,IWL - Electronic Superiority II (ECM Burst Strength)
1320,1,4268,241,2,80,1,0,0,16,IWL - Electronic Superiority II (ECM Burst Strength)
1321,1,4268,309,2,208,1,0,0,16,IWL - Electronic Superiority II (Sensor Dampening)
1321,1,4268,566,2,208,1,0,0,16,IWL - Electronic Superiority II (Sensor Dampening)
1322,1,4268,351,2,291,1,0,0,16,IWL - Electronic Superiority II (Tracking Disruption)
1322,1,4268,767,2,291,1,0,0,16,IWL - Electronic Superiority II (Tracking Disruption)
1323,1,4268,554,2,379,1,0,0,16,IWL - Electronic Superiority II (Target Painters)
833,1,20405,54,2,201;208;291;379,0,0,0,16,IWL - Recon Operation (ECM Mods)
833,1,20405,142,2,80,0,0,0,16,IWL - Recon Operation (ECM Burst)
833,1,4270,54,2,201;208;291;379,0,0,0,16,IWL - Recon Operation II (ECM Mods)
833,1,4270,142,2,80,0,0,0,16,IWL - Recon Operation II (ECM Burst)
833,1,11052,211,3,6,1,0,0,16,IWL - Sensor Integrity (Grav Strength)
833,1,11052,209,3,6,1,0,0,16,IWL - Sensor Integrity (Ladar Strength)
833,1,11052,210,3,6,1,0,0,16,IWL - Sensor Integrity (Mag Strength)
833,1,11052,208,3,6,1,0,0,16,IWL - Sensor Integrity (Radar Strength)
833,1,11052,76,3,6,1,0,0,16,IWL - Sensor Integrity (Max Targeting Range)
833,1,4272,211,3,6,1,0,0,16,IWL - Sensor Integrity II (Grav Strength)
833,1,4272,209,3,6,1,0,0,16,IWL - Sensor Integrity II (Ladar Strength)
833,1,4272,210,3,6,1,0,0,16,IWL - Sensor Integrity II (Mag Strength)
833,1,4272,208,3,6,1,0,0,16,IWL - Sensor Integrity II (Radar Strength)
833,1,4272,76,3,6,1,0,0,16,IWL - Sensor Integrity II (Max Targeting Range)
# Mining Foreman Links,,,,,,,,,,
833,1,22553,6,4,1037;1038;1039;1040,0,0,0,16,MFL - Harvester Capacitor Efficiency
833,1,22557,73,4,1037;1038;1039;1040,0,0,0,16,MFL - Laser Optimization
833,1,22555,54,4,1037;1038;1039;1040;714,0,0,0,16,MFL - Mining Laser Field Enhancement
833,1,4274,6,4,1037;1038;1039;1040,0,0,0,16,MFL - Harvester Capacitor Efficiency II
833,1,4276,73,4,1037;1038;1039;1040,0,0,0,16,MFL - Laser Optimization II
833,1,4278,54,4,1037;1038;1039;1040;714,0,0,0,16,MFL - Mining Laser Field Enhancement II
# Siege Warfare Links,,,,,,,,,,
833,1,20124,73,4,609;610;611;612,0,0,0,16,SiWL - Active Shielding - Shield Boosters
833,1,20124,73,2,41,0,0,0,16,SiWL - Active Shielding - Shield Transporters
833,1,4280,73,4,609;610;611;612,0,0,0,16,SiWL - Active Shielding II - Shield Boosters
833,1,4280,73,2,41,0,0,0,16,SiWL - Active Shielding II - Shield Transporters
833,1,22228,6,4,609;610;611;612,0,0,0,16,SiWL - Shield Efficiency - Shield Boosters
833,1,22228,6,2,41,0,0,0,16,SiWL - Shield Efficiency - Shield Transporters
833,1,4282,6,4,609;610;611;612,0,0,0,16,SiWL - Shield Efficiency II - Shield Boosters
833,1,4282,6,2,41,0,0,0,16,SiWL - Shield Efficiency II - Shield Transporters
833,1,20514,271,3,6,1,0,2,16,SiWL - Shield Harmonizing
833,1,20514,272,3,6,1,0,2,16,SiWL - Shield Harmonizing
833,1,20514,273,3,6,1,0,2,16,SiWL - Shield Harmonizing
833,1,20514,274,3,6,1,0,2,16,SiWL - Shield Harmonizing
833,1,4284,271,3,6,1,0,2,16,SiWL - Shield Harmonizing II
833,1,4284,272,3,6,1,0,2,16,SiWL - Shield Harmonizing II
833,1,4284,273,3,6,1,0,2,16,SiWL - Shield Harmonizing II
833,1,4284,274,3,6,1,0,2,16,SiWL - Shield Harmonizing II
# Skirmish Warfare Links,,,,,,,,,,
833,1,20070,552,3,6,0,0,0,16,SkWL - Evasive Maneuvers
833,1,11017,54,2,52;65,0,0,0,16,SkWL - Interdiction Maneuvers
833,1,20408,567,2,46,0,0,0,16,SkWL - Rapid Deployment
833,1,4286,552,3,6,0,0,0,16,SkWL - Evasive Maneuvers II
833,1,4288,54,2,52;65,0,0,0,16,SkWL - Interdiction Maneuvers II
833,1,4290,567,2,46,0,0,0,16,SkWL - Rapid Deployment II
# Misc Fleet Modules,,,,,,,,,,
435,1,11014,10063,3,6,0,0,1,12,Command Processor
# FLEET SHIP EFFECTS,,,,,,,,,,
55,1,-1,55,3,6,0,0,0,16,Gang Capacitor Recharge Rate
265,1,-1,265,3,6,0,0,0,16,Gang Armor HP
263,1,-1,263,3,6,0,0,0,16,Gang Shield HP
552,1,-1,552,3,6,0,0,0,16,Gang Signature Radius
# RIGS - ARMOR,,,,,,,,,,
1138,1,25736,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,25888,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,25890,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,25892,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,25894,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,25900,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,26286,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,26288,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,26290,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,26292,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,26298,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,26302,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,27068,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,30987,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,30997,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,30999,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31003,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31005,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31009,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31011,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31015,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31017,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31021,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31023,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31027,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31029,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31033,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31035,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31039,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31041,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31055,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31057,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31059,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31073,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31077,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31079,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,30993,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31001,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31007,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31013,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31019,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31025,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31031,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31037,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31043,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31061,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31075,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31081,37,3,6,2,0,0,15,Armor Rig Drawback - Max Velocity Penalty
1138,1,31045,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31047,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,25896,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31051,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31053,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,26294,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31063,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31065,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,25898,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31069,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31071,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,26296,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,27064,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31049,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,31067,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,27066,30,4,1049;1050;1051;1052,0,0,0,15,Armor Rig Drawback - PG Penalty
1138,1,33890,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33892,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33894,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33896,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33898,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33900,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33902,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
1138,1,33904,10004,3,6,0,0,0,15,Armor Rig Drawback - Cargo Capacity Penalty
984,2,773,267,3,6,1,0,2,15,Anti-EM Pump
985,2,773,268,3,6,1,0,2,15,Anti-Explosive Pump
986,2,773,269,3,6,1,0,2,15,Anti-Kinetic Pump
987,2,773,270,3,6,1,0,2,15,Anti-Thermal Pump
806,2,773,84,4,1049;1050;1051;1052,1,0,0,15,Auxiliary Nano Pump
312,2,773,73,4,1049;1050;1051;1052,0,0,0,15,Nanobot Accelerator
317,2,773,6,2,325,0,0,0,15,Remote Repair Augmentor
327,2,773,9,3,6,0,0,0,15,Transverse Bulkhead
335,2,773,265,3,6,0,0,0,15,Trimark Armor Pump
# RIGS - ASTRONAUTIC,,,,,,,,,,
1138,1,26056,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26058,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26060,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26062,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26066,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26070,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26072,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26304,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26306,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26308,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26310,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26312,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26318,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26320,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31105,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31107,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31109,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31111,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31113,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31115,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31117,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31119,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31121,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31123,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31125,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31127,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31129,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31131,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31133,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31135,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31137,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31139,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31141,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31143,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31145,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31147,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31149,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31151,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31153,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31155,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31157,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31171,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31173,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31175,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31177,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31179,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31181,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31183,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31185,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31187,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31189,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31191,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31193,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31195,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31197,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,31199,265,3,6,0,0,0,15,Astronautic Rig Drawback - Armor HP Penalty
1138,1,26068,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,26322,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,31159,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,31161,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,31163,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,31165,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,31167,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,31169,552,3,6,0,0,0,15,Astronautic Rig Drawback - CPU Output
1138,1,34266,1281,3,6,0,0,0,15,Astronautic Rig Drawback - Warp Speed
1138,1,34268,1281,3,6,0,0,0,15,Astronautic Rig Drawback - Warp Speed
1138,1,34306,1281,3,6,0,0,0,15,Astronautic Rig Drawback - Warp Speed
1138,1,34308,1281,3,6,0,0,0,15,Astronautic Rig Drawback - Warp Speed
315,2,782,37,3,6,1,0,0,15,Auxiliary Thrusters
614,2,782,10004,3,6,0,0,0,15,Cargohold Optimization
317,2,782,6,2,46,0,0,0,15,Dynamic Fuel Valve
66,2,782,73,2,46,0,0,0,15,Engine Thermal Shielding
1131,2,1308,10002,3,6,0,0,0,15,Higgs Anchor - Mass
315,2,1308,37,3,6,0,0,0,15,Higgs Anchor - Speed
151,2,1308,70,3,6,0,0,0,15,Higgs Anchor - Agility
624,2,782,1281,3,6,1,0,0,15,Hyperspatial Velocity Optimizer
151,2,782,70,3,6,1,0,0,15,Low Friction Nozzle Joints
1076,2,782,37,3,6,1,0,0,15,Polycarbon Engine Housing - Velocity
169,2,782,70,3,6,1,0,0,15,Polycarbon Engine Housing - Inertia
319,2,782,153,3,6,0,0,0,15,Warp Core Optimizer
# RIGS - DRONE,,,,,,,,,,
1138,2,778,48,3,6,0,0,0,15,Drone Rig Drawback - CPU Output
459,2,778,10007,3,6,0,0,1,15,Drone Control Range Augmentor
327,2,778,263,2,100;101;544;639;640;641;1159,0,0,0,15,Drone Durability Enhancer - Shield
327,2,778,265,2,100;101;544;639;640;641;1159,0,0,0,15,Drone Durability Enhancer - Armor
327,2,778,9,2,100;101;544;639;640;641;1159,0,0,0,15,Drone Durability Enhancer - Hull
434,2,778,77,2,101,0,0,0,15,Drone Mining Augmentor
39,2,778,68,2,640,0,0,0,15,Drone Repair Augmentor - Shield
